step,buffer,mse,ready,delta_mae,delta_mae_x,delta_mae_v,delta_mae_th,delta_mae_om,reward_mae,plan_pred_err,plan_count
13907,4000,0.019986,True,0.107658,0.145843,0.132944,0.095112,0.056735,0.007134,0.422049,13907
13907,4000,0.016559,True,0.107331,0.134203,0.127654,0.114174,0.053294,0.007122,0.399158,13907
13907,4000,0.019848,True,0.107936,0.133213,0.124338,0.117405,0.056786,0.008699,0.398529,13907
13907,4000,0.028098,False,0.115640,0.128478,0.135428,0.129012,0.069641,0.008544,0.423991,13907
13907,4000,0.023174,False,0.117423,0.134167,0.129464,0.131693,0.074369,0.017577,0.429555,13907
13907,4000,0.016433,True,0.112046,0.118163,0.117802,0.130506,0.081713,0.000272,0.404827,13907
13907,4000,0.025966,False,0.129881,0.151677,0.156193,0.129675,0.081979,0.006934,0.493279,13907
13907,4000,0.029400,False,0.104556,0.116171,0.121406,0.101670,0.078976,0.002684,0.400507,13907
13907,4000,0.028662,False,0.119392,0.140807,0.139992,0.125878,0.070892,0.005296,0.445727,13907
13907,4000,0.023294,False,0.110710,0.110732,0.124593,0.122041,0.085473,0.016926,0.408214,13907
13907,4000,0.017095,True,0.112318,0.097406,0.128419,0.130637,0.092807,0.015873,0.407072,13907
13907,4000,0.013354,True,0.103877,0.113340,0.114097,0.109977,0.078094,0.006853,0.387739,13907
13907,4000,0.016283,True,0.095776,0.095115,0.102092,0.116313,0.069584,0.000918,0.340888,13907
13907,4000,0.023357,False,0.100679,0.090984,0.108130,0.130251,0.073352,0.008548,0.349645,13907
13907,4000,0.018773,True,0.094868,0.101605,0.095888,0.118088,0.063892,0.018041,0.333990,13907
13907,4000,0.019935,True,0.107049,0.100158,0.118731,0.136225,0.073082,0.006943,0.374192,13907
13907,4000,0.022022,False,0.101981,0.098312,0.105998,0.122626,0.080990,0.010903,0.364524,13907
13907,4000,0.025060,False,0.106468,0.115344,0.122211,0.122992,0.065326,0.011302,0.385688,13907
13907,4000,0.017105,True,0.099877,0.119662,0.128812,0.106815,0.044219,0.000302,0.371047,13907
13907,4000,0.018113,True,0.108866,0.129646,0.139444,0.112098,0.054274,0.012208,0.409438,13907
13907,4000,0.028887,False,0.109482,0.130914,0.136556,0.119851,0.050608,0.007481,0.403577,13907
13907,4000,0.025437,False,0.110549,0.135945,0.123741,0.131921,0.050589,0.001725,0.394833,13907
13907,4000,0.022156,False,0.114946,0.138285,0.125088,0.133235,0.063175,0.009515,0.415194,13907
13907,4000,0.022230,False,0.127897,0.151867,0.144124,0.147832,0.067766,0.008362,0.462550,13907
13907,4000,0.037149,False,0.122835,0.134394,0.145545,0.145418,0.065982,0.008985,0.440877,13907
13907,4000,0.024776,False,0.124237,0.123705,0.143616,0.174176,0.055452,0.017189,0.415482,13907
13907,4000,0.018601,True,0.117650,0.103550,0.121828,0.196774,0.048448,0.007587,0.357667,13907
13907,4000,0.017924,True,0.113600,0.096355,0.126299,0.173714,0.058032,0.005651,0.364192,13907
13907,4000,0.016901,True,0.097781,0.073570,0.117598,0.144649,0.055308,0.006286,0.319533,13907
13907,4000,0.014795,True,0.097114,0.084035,0.105709,0.155396,0.043316,0.007720,0.303362,13907
13907,4000,0.021520,False,0.098450,0.088758,0.113622,0.154231,0.037191,0.007412,0.311143,13907
13907,4000,0.025187,False,0.107875,0.101281,0.127623,0.151289,0.051306,0.009574,0.361009,13907
13907,4000,0.017716,True,0.101248,0.102205,0.109652,0.136739,0.056394,0.007527,0.344492,13907
13907,4000,0.021722,False,0.110316,0.114183,0.111690,0.161564,0.053828,0.007931,0.360801,13907
13907,4000,0.020808,False,0.110842,0.126284,0.119096,0.147296,0.050691,0.009787,0.379166,13907
13907,4000,0.021840,False,0.104707,0.113935,0.113762,0.142690,0.048439,0.007054,0.354385,13907
13907,4000,0.019762,True,0.103508,0.112346,0.114100,0.137430,0.050155,0.008645,0.354495,13907
13907,4000,0.023974,False,0.112299,0.113988,0.128634,0.147658,0.058915,0.008945,0.386652,13907
13907,4000,0.019013,True,0.109438,0.112175,0.114195,0.146526,0.064855,0.008433,0.373734,13907
13907,4000,0.016619,True,0.102582,0.104744,0.103432,0.141682,0.060468,0.016856,0.345374,13907
13907,4000,0.019716,True,0.105247,0.110164,0.104962,0.136342,0.069519,0.009008,0.364546,13907
13907,4000,0.018355,True,0.096121,0.096332,0.094324,0.132368,0.061459,0.011800,0.324161,13907
13907,4000,0.009397,True,0.094243,0.087521,0.099761,0.105827,0.083865,0.006765,0.345616,13907
13907,4000,0.011978,True,0.098253,0.095679,0.099211,0.111947,0.086177,0.014754,0.358248,13907
13907,4000,0.014834,True,0.092195,0.085327,0.097312,0.088170,0.097971,0.009720,0.355710,13907
13907,4000,0.008575,True,0.081364,0.063252,0.086006,0.069818,0.106381,0.017003,0.323682,13907
13907,4000,0.008736,True,0.092348,0.080630,0.097967,0.081712,0.109082,0.008746,0.364106,13907
13907,4000,0.022399,False,0.094155,0.087709,0.103446,0.082021,0.103444,0.006722,0.372435,13907
13907,4000,0.018857,True,0.093737,0.089920,0.109200,0.098010,0.077817,0.012163,0.351918,13907
13907,4000,0.021261,False,0.094431,0.092977,0.107852,0.103692,0.073204,0.001197,0.348728,13907
13907,4000,0.018434,True,0.100110,0.114948,0.110889,0.121351,0.053252,0.013771,0.355795,13907
13907,4000,0.020491,False,0.107840,0.122577,0.123592,0.119473,0.065720,0.009256,0.396217,13907
13907,4000,0.013606,True,0.094299,0.108271,0.102524,0.118464,0.047937,0.007113,0.330381,13907
13907,4000,0.018165,True,0.101904,0.108212,0.127328,0.124702,0.047374,0.008289,0.361263,13907
13907,4000,0.026230,False,0.102045,0.109091,0.123460,0.126031,0.049596,0.006779,0.360400,13907
13907,4000,0.021079,False,0.110603,0.114684,0.140295,0.130805,0.056628,0.006888,0.397444,13907
13907,4000,0.017984,True,0.104558,0.107044,0.121937,0.135382,0.053870,0.008515,0.362358,13907
13907,4000,0.021794,False,0.109875,0.107351,0.119208,0.153549,0.059390,0.007401,0.368115,13907
13907,4000,0.020215,False,0.104621,0.101843,0.112686,0.151480,0.052474,0.000559,0.344491,13907
13907,4000,0.030898,False,0.105813,0.102652,0.119285,0.146949,0.054363,0.009671,0.355600,13907
13907,4000,0.026866,False,0.116972,0.130515,0.139192,0.140434,0.057749,0.004813,0.417469,13907
13907,4000,0.024049,False,0.111804,0.122371,0.124173,0.152025,0.048647,0.009083,0.378756,13907
13907,4000,0.025206,False,0.113375,0.134289,0.132662,0.134923,0.051627,0.008700,0.405607,13907
13907,4000,0.020465,False,0.108174,0.106257,0.141333,0.141632,0.043472,0.018147,0.373316,13907
13907,4000,0.021816,False,0.105986,0.117519,0.141902,0.126246,0.038277,0.005924,0.379439,13907
13907,4000,0.023671,False,0.107482,0.108159,0.147676,0.128040,0.046054,0.009123,0.385334,13907
13907,4000,0.019796,True,0.106769,0.115107,0.143812,0.119189,0.048968,0.006152,0.391558,13907
13907,4000,0.022112,False,0.109371,0.112043,0.139500,0.132326,0.053614,0.008912,0.389671,13907
13907,4000,0.023252,False,0.111923,0.113355,0.144673,0.124325,0.065339,0.012359,0.411533,13907
13907,4000,0.020002,False,0.114815,0.121028,0.149290,0.112872,0.076071,0.005828,0.438730,13907
13907,4000,0.018253,True,0.112447,0.125384,0.143859,0.124715,0.055829,0.005007,0.413103,13907
13907,4000,0.023755,False,0.115871,0.110987,0.153057,0.134567,0.064871,0.004284,0.419657,13907
13907,4000,0.022479,False,0.109863,0.127379,0.144833,0.115439,0.051800,0.004287,0.410709,13907
13907,4000,0.022905,False,0.114443,0.127415,0.143918,0.139241,0.047196,0.006828,0.406342,13907
13907,4000,0.023436,False,0.108807,0.129381,0.121644,0.134091,0.050111,0.006714,0.383964,13907
13907,4000,0.029203,False,0.113147,0.118662,0.128580,0.158654,0.046691,0.002674,0.378063,13907
13907,4000,0.030038,False,0.130563,0.140525,0.153269,0.165798,0.062661,0.001299,0.455868,13907
13907,4000,0.016173,True,0.112396,0.123345,0.131649,0.140152,0.054437,0.011165,0.395268,13907
13907,4000,0.021296,False,0.110278,0.122789,0.135348,0.128686,0.054291,0.007710,0.397843,13907
13907,4000,0.019340,True,0.111744,0.120765,0.138103,0.133634,0.054474,0.007775,0.399604,13907
13907,4000,0.019435,True,0.098736,0.095736,0.112647,0.137458,0.049103,0.007768,0.331435,13907
13907,4000,0.020091,False,0.101427,0.115152,0.122372,0.131326,0.036857,0.012765,0.350942,13907
13907,4000,0.015567,True,0.097376,0.108149,0.107739,0.137996,0.035622,0.007539,0.323399,13907
13907,4000,0.016927,True,0.094554,0.108115,0.110803,0.122716,0.036583,0.015329,0.326796,13907
13907,4000,0.026107,False,0.115641,0.135108,0.127932,0.151633,0.047890,0.003354,0.397753,13907
13907,4000,0.020964,False,0.103914,0.135719,0.116394,0.117691,0.045851,0.007045,0.377968,13907
13907,4000,0.016012,True,0.112827,0.130095,0.133170,0.151730,0.036313,0.007396,0.383824,13907
13907,4000,0.015177,True,0.100731,0.115925,0.118716,0.135435,0.032847,0.012529,0.342717,13907
13907,4000,0.022213,False,0.095639,0.106103,0.122120,0.117632,0.036702,0.011711,0.338144,13907
13907,4000,0.020400,False,0.107813,0.099674,0.140824,0.144239,0.046515,0.008001,0.368856,13907
13907,4000,0.020058,False,0.110017,0.104296,0.144810,0.142737,0.048223,0.007278,0.381363,13907
13907,4000,0.019815,True,0.105720,0.105627,0.122237,0.148529,0.046488,0.001395,0.353180,13907
13907,4000,0.024717,False,0.113649,0.103549,0.133752,0.158209,0.059083,0.007212,0.381837,13907
13907,4000,0.022738,False,0.114335,0.114302,0.136983,0.151351,0.054707,0.007424,0.392590,13907
13907,4000,0.016273,True,0.102434,0.091372,0.110891,0.139799,0.067673,0.006150,0.347460,13907
13907,4000,0.021461,False,0.110868,0.104310,0.124020,0.140288,0.074856,0.010055,0.388427,13907
13907,4000,0.021220,False,0.105444,0.113961,0.124627,0.110464,0.072723,0.014744,0.394984,13907
13907,4000,0.018694,True,0.105552,0.110879,0.113980,0.130137,0.067209,0.007109,0.373142,13907
13907,4000,0.016517,True,0.112485,0.128589,0.117180,0.145294,0.058878,0.013428,0.389564,13907
13907,4000,0.022150,False,0.114331,0.125938,0.120580,0.158187,0.052620,0.010896,0.384157,13907
13907,4000,0.020618,False,0.100550,0.098954,0.118808,0.143303,0.041133,0.004003,0.333646,13907
13907,4000,0.018491,True,0.095260,0.100234,0.112224,0.130666,0.037918,0.005796,0.321612,13907
13907,4000,0.026641,False,0.105509,0.114396,0.116416,0.151024,0.040199,0.008083,0.348827,13907
13907,4000,0.020386,False,0.108309,0.124159,0.120807,0.142652,0.045618,0.008138,0.371929,13907
13907,4000,0.017400,True,0.105261,0.112145,0.117802,0.152827,0.038271,0.022703,0.345636,13907
13907,4000,0.019271,True,0.114273,0.127335,0.132282,0.156719,0.040757,0.009476,0.385477,13907
13907,4000,0.016656,True,0.110765,0.133174,0.129980,0.133353,0.046553,0.012651,0.394409,13907
13907,4000,0.020573,False,0.105567,0.124139,0.120311,0.122151,0.055668,0.015250,0.381705,13907
13907,4000,0.017692,True,0.105454,0.108242,0.119676,0.145965,0.047931,0.007720,0.354652,13907
13907,4000,0.020918,False,0.104153,0.105441,0.117054,0.134053,0.060062,0.007325,0.361933,13907
13907,4000,0.016380,True,0.099842,0.112971,0.105123,0.122949,0.058328,0.001135,0.352726,13907
13907,4000,0.027390,False,0.106236,0.111523,0.114843,0.137386,0.061191,0.006488,0.368228,13907
13907,4000,0.020387,False,0.109371,0.099162,0.120085,0.134580,0.083658,0.002865,0.387736,13907
13907,4000,0.022564,False,0.112546,0.096077,0.113839,0.159348,0.080918,0.006974,0.375391,13907
13907,4000,0.016579,True,0.106248,0.093425,0.113223,0.148555,0.069788,0.007452,0.356398,13907
13907,4000,0.020422,False,0.109784,0.097708,0.121594,0.163789,0.056046,0.008134,0.356415,13907
13907,4000,0.019890,True,0.107190,0.100446,0.112256,0.162053,0.054005,0.011015,0.345296,13907
13907,4000,0.028040,False,0.108579,0.101697,0.125724,0.153206,0.053689,0.014110,0.362312,13907
13907,4000,0.026519,False,0.115277,0.123536,0.146552,0.129093,0.061929,0.006840,0.422335,13907
13907,4000,0.024514,False,0.120418,0.127642,0.136435,0.155040,0.062557,0.023818,0.418112,13907
13907,4000,0.025370,False,0.121707,0.118566,0.137891,0.160628,0.069743,0.005049,0.418607,13907
13907,4000,0.025577,False,0.132287,0.131174,0.150743,0.163335,0.083895,0.008179,0.467775,13907
13907,4000,0.021960,False,0.119277,0.113034,0.133803,0.158666,0.071605,0.009274,0.408982,13907
13907,4000,0.020576,False,0.125647,0.132238,0.131120,0.155204,0.084025,0.000791,0.443836,13907
13907,4000,0.013592,True,0.108018,0.114698,0.115552,0.126809,0.075014,0.012782,0.389097,13907
13907,4000,0.013298,True,0.104120,0.090702,0.111097,0.120846,0.093837,0.016036,0.377637,13907
13907,4000,0.024238,False,0.097243,0.090377,0.098590,0.117940,0.082066,0.002860,0.346598,13907
13907,4000,0.026624,False,0.099005,0.084512,0.103818,0.129579,0.078113,0.011303,0.342369,13907
13907,4000,0.021381,False,0.122692,0.121342,0.136343,0.158647,0.074437,0.010020,0.425664,13907
13907,4000,0.025609,False,0.122546,0.143155,0.136585,0.146250,0.064195,0.005458,0.438045,13907
13907,4000,0.020525,False,0.116928,0.146932,0.123641,0.126611,0.070529,0.027992,0.432261,13907
13907,4000,0.023689,False,0.119851,0.138478,0.133831,0.142231,0.064863,0.012757,0.429405,13907
13907,4000,0.021182,False,0.100496,0.096546,0.110832,0.134001,0.060604,0.012929,0.344153,13907
13907,4000,0.023573,False,0.110676,0.101748,0.125335,0.152033,0.063587,0.008523,0.374137,13907
13907,4000,0.024467,False,0.111707,0.104707,0.132376,0.147686,0.062060,0.012722,0.384126,13907
13907,4000,0.020119,False,0.116740,0.096134,0.135185,0.154209,0.081431,0.007265,0.402245,13907
13907,4000,0.023955,False,0.122308,0.121436,0.146790,0.144925,0.076082,0.008685,0.439458,13907
13907,4000,0.018193,True,0.117705,0.120386,0.138469,0.140601,0.071364,0.017985,0.421448,13907
13907,4000,0.019047,True,0.111425,0.119763,0.126503,0.139087,0.060345,0.010381,0.391810,13907
13907,4000,0.019086,True,0.101203,0.106592,0.103906,0.123643,0.070673,0.005255,0.359054,13907
13907,4000,0.019751,True,0.096340,0.108986,0.091010,0.126594,0.058769,0.001774,0.331237,13907
13907,4000,0.021414,False,0.103708,0.121025,0.107285,0.119843,0.066682,0.001812,0.375211,13907
13907,4000,0.024270,False,0.095197,0.126411,0.095483,0.104980,0.053915,0.001412,0.349411,13907
13907,4000,0.019650,True,0.103138,0.138390,0.111669,0.103984,0.058507,0.000489,0.389655,13907
13907,4000,0.019476,True,0.106772,0.142664,0.115148,0.118024,0.051251,0.013463,0.391530,13907
13907,4000,0.017592,True,0.103862,0.120609,0.121754,0.114376,0.058710,0.008241,0.382263,13907
13907,4000,0.017239,True,0.101186,0.107214,0.111929,0.123670,0.061929,0.006823,0.358903,13907
13907,4000,0.023830,False,0.102792,0.113457,0.112618,0.127162,0.057931,0.004846,0.362624,13907
13907,4000,0.023424,False,0.105953,0.104606,0.116730,0.144515,0.057959,0.001408,0.358990,13907
13907,4000,0.016602,True,0.101208,0.105788,0.120142,0.125111,0.053790,0.011519,0.357434,13907
13907,4000,0.016410,True,0.109601,0.116361,0.131697,0.133819,0.056526,0.007520,0.388896,13907
13907,4000,0.021295,False,0.098153,0.106024,0.112205,0.123866,0.050516,0.005997,0.343574,13907
13907,4000,0.010858,True,0.099532,0.097023,0.116693,0.129787,0.054627,0.006897,0.344140,13907
13907,4000,0.014084,True,0.092825,0.090146,0.115281,0.116377,0.049495,0.006689,0.326306,13907
13907,4000,0.013817,True,0.092685,0.090941,0.113084,0.122767,0.043950,0.007689,0.318251,13907
13907,4000,0.013235,True,0.092800,0.087785,0.117084,0.119772,0.046560,0.008696,0.322414,13907
13907,4000,0.021450,False,0.093134,0.086733,0.113908,0.123288,0.048606,0.006387,0.320106,13907
13907,4000,0.017913,True,0.089449,0.095092,0.096803,0.124907,0.040994,0.005521,0.299409,13907
13907,4000,0.014732,True,0.102448,0.122191,0.128507,0.110043,0.049052,0.017913,0.380078,13907
13907,4000,0.020827,False,0.106489,0.112598,0.126401,0.129127,0.057831,0.006556,0.378901,13907
13907,4000,0.024180,False,0.097458,0.098319,0.114906,0.126927,0.049681,0.014940,0.336981,13907
13907,4000,0.017294,True,0.105247,0.110695,0.116551,0.127949,0.065792,0.007006,0.374135,13907
13907,4000,0.017157,True,0.104957,0.108117,0.124456,0.128234,0.059018,0.007167,0.372484,13907
13907,4000,0.019387,True,0.105832,0.105754,0.116656,0.136668,0.064252,0.023920,0.367320,13907
13907,4000,0.014545,True,0.092226,0.097557,0.097699,0.119238,0.054409,0.007125,0.319664,13907
13907,4000,0.018256,True,0.101317,0.108726,0.115564,0.124547,0.056430,0.001504,0.358479,13907
13907,4000,0.020386,False,0.093324,0.113353,0.100077,0.099022,0.060844,0.012226,0.347523,13907
13907,4000,0.018785,True,0.104875,0.119477,0.117866,0.118964,0.063194,0.002914,0.382129,13907
13907,4000,0.017646,True,0.100481,0.128395,0.107868,0.103818,0.061843,0.001746,0.377061,13907
13907,4000,0.028837,False,0.110162,0.135139,0.122647,0.123077,0.059787,0.008016,0.403069,13907
13907,4000,0.019553,True,0.103781,0.119814,0.121413,0.113819,0.060077,0.010991,0.382534,13907
13907,4000,0.024829,False,0.109453,0.111125,0.143511,0.116847,0.066328,0.012257,0.407859,13907
13907,4000,0.013266,True,0.109298,0.126483,0.126729,0.120643,0.063337,0.004768,0.401970,13907
13907,4000,0.021058,False,0.100481,0.115258,0.119343,0.116947,0.050377,0.006714,0.362680,13907
13907,4000,0.018844,True,0.107662,0.110666,0.132250,0.130902,0.056829,0.013532,0.382828,13907
13907,4000,0.021652,False,0.100829,0.102238,0.121475,0.128458,0.051146,0.015988,0.351885,13907
13907,4000,0.020162,False,0.101390,0.108707,0.132004,0.116473,0.048375,0.006554,0.368093,13907
13907,4000,0.021959,False,0.111069,0.105401,0.140494,0.145850,0.052530,0.006931,0.383003,13907
13907,4000,0.020447,False,0.098870,0.102649,0.112937,0.140396,0.039498,0.009452,0.328393,13907
13907,4000,0.025676,False,0.104219,0.107044,0.134489,0.125122,0.050220,0.014940,0.372415,13907
13907,4000,0.024301,False,0.115538,0.122117,0.150873,0.139122,0.050041,0.011953,0.412221,13907
13907,4000,0.024032,False,0.110651,0.101704,0.137151,0.139147,0.064602,0.018635,0.388778,13907
13907,4000,0.021350,False,0.106982,0.091443,0.135393,0.137632,0.063459,0.018273,0.372680,13907
13907,4000,0.023054,False,0.129693,0.114697,0.161006,0.166074,0.076994,0.001061,0.452492,13907
13907,4000,0.020431,False,0.114498,0.097243,0.151049,0.148134,0.061567,0.010677,0.397941,13907
13907,4000,0.025918,False,0.108235,0.102135,0.134246,0.132089,0.064469,0.011037,0.384759,13907
13907,4000,0.022038,False,0.127479,0.116847,0.167737,0.144099,0.081235,0.014594,0.466490,13907
13907,4000,0.023759,False,0.109818,0.105787,0.138667,0.109604,0.085212,0.006537,0.418247,13907
13907,4000,0.019572,True,0.121729,0.115012,0.152429,0.132371,0.087104,0.012477,0.451264,13907
13907,4000,0.023707,False,0.118078,0.105273,0.133084,0.148868,0.085088,0.020345,0.414599,13907
13907,4000,0.023185,False,0.117158,0.120526,0.139453,0.116119,0.092533,0.006039,0.446748,13907
13907,4000,0.020956,False,0.108687,0.102288,0.129421,0.110019,0.093019,0.006394,0.412292,13907
13907,4000,0.022345,False,0.112140,0.127172,0.125866,0.110776,0.084746,0.005981,0.427447,13907
13907,4000,0.023207,False,0.110441,0.115468,0.140767,0.111084,0.074446,0.009477,0.419187,13907
13907,4000,0.025240,False,0.118902,0.125510,0.142342,0.129983,0.077774,0.005818,0.439341,13907
13907,4000,0.020724,False,0.112251,0.122119,0.129543,0.119770,0.077573,0.011523,0.417954,13907
13907,4000,0.022502,False,0.115288,0.118602,0.143521,0.119072,0.079958,0.012408,0.434114,13907
13907,4000,0.023276,False,0.122685,0.137889,0.164511,0.113035,0.075307,0.005718,0.477052,13907
13907,4000,0.035442,False,0.125351,0.126034,0.154007,0.131509,0.089854,0.010593,0.469811,13907
13907,4000,0.019378,True,0.123780,0.122487,0.149611,0.151150,0.071872,0.013999,0.439633,13907
13907,4000,0.019855,True,0.108143,0.112804,0.116208,0.136342,0.067217,0.006746,0.378894,13907
13907,4000,0.021086,False,0.107142,0.116930,0.117234,0.111980,0.082424,0.003772,0.401591,13907
13907,4000,0.024507,False,0.110983,0.139580,0.131644,0.108642,0.064067,0.003233,0.423488,13907
13907,4000,0.021177,False,0.104972,0.127339,0.114983,0.111716,0.065849,0.020192,0.390520,13907
13907,4000,0.020977,False,0.105015,0.114425,0.112827,0.126794,0.066013,0.017209,0.374110,13907
13907,4000,0.016382,True,0.103301,0.113081,0.125028,0.101841,0.073253,0.008461,0.394191,13907
13907,4000,0.021435,False,0.102675,0.107696,0.117131,0.122763,0.063109,0.024619,0.367363,13907
13907,4000,0.017816,True,0.096012,0.101786,0.114893,0.116192,0.051176,0.007504,0.341873,13907
13907,4000,0.020406,False,0.102957,0.113213,0.105635,0.127034,0.065945,0.016263,0.363605,13907
13907,4000,0.018211,True,0.109731,0.121920,0.129513,0.136363,0.051128,0.009299,0.386356,13907
13907,4000,0.018825,True,0.099470,0.105740,0.118934,0.123797,0.049410,0.009332,0.350254,13907
13907,4000,0.015507,True,0.100073,0.116185,0.123934,0.104264,0.055909,0.006767,0.375122,13907
13907,4000,0.020880,False,0.092201,0.111408,0.100090,0.108691,0.048613,0.008823,0.330927,13907
13907,4000,0.019091,True,0.104447,0.125278,0.123356,0.118596,0.050558,0.008865,0.380120,13907
13907,4000,0.026250,False,0.103688,0.115572,0.120557,0.120055,0.058568,0.002536,0.375138,13907
13907,4000,0.023049,False,0.113934,0.125473,0.136271,0.126692,0.067300,0.002741,0.418271,13907
13907,4000,0.020554,False,0.104015,0.106151,0.109129,0.130131,0.070648,0.007423,0.365702,13907
13907,4000,0.029170,False,0.114929,0.101565,0.137371,0.147938,0.072843,0.012186,0.400104,13907
13907,4000,0.011720,True,0.115732,0.109876,0.119367,0.155573,0.078111,0.004675,0.394956,13907
13907,4000,0.023706,False,0.111530,0.120293,0.131598,0.130422,0.063807,0.008377,0.402238,13907
13907,4000,0.022442,False,0.102193,0.099285,0.104887,0.133698,0.070904,0.005810,0.352852,13907
13907,4000,0.025710,False,0.104126,0.092221,0.107011,0.133151,0.084119,0.009349,0.363493,13907
13907,4000,0.015002,True,0.114546,0.127382,0.117104,0.140501,0.073198,0.002538,0.405418,13907
13907,4000,0.014784,True,0.108534,0.102613,0.113153,0.127724,0.090647,0.009017,0.391233,13907
13907,4000,0.022559,False,0.106693,0.101503,0.113987,0.129986,0.081297,0.006091,0.379492,13907
13907,4000,0.018890,True,0.097316,0.097937,0.105811,0.117087,0.068430,0.008076,0.347561,13907
13907,4000,0.013993,True,0.093592,0.104347,0.087713,0.117690,0.064619,0.008830,0.327929,13907
13907,4000,0.011094,True,0.100494,0.099721,0.111002,0.137435,0.053819,0.016420,0.340054,13907
13907,4000,0.016242,True,0.087445,0.103145,0.080072,0.115916,0.050646,0.002581,0.299284,13907
13907,4000,0.016921,True,0.093751,0.099759,0.090758,0.116651,0.067835,0.010194,0.330142,13907
13907,4000,0.021195,False,0.093186,0.100167,0.088203,0.121750,0.062624,0.007931,0.321457,13907
13907,4000,0.011443,True,0.083928,0.103794,0.081282,0.100123,0.050512,0.006759,0.299759,13907
13907,4000,0.018335,True,0.089837,0.105757,0.082033,0.113109,0.058447,0.015709,0.314329,13907
13907,4000,0.022315,False,0.097419,0.126811,0.092902,0.118824,0.051139,0.000632,0.344642,13907
13907,4000,0.013835,True,0.088074,0.110304,0.093950,0.104033,0.044008,0.015465,0.315685,13907
13907,4000,0.012932,True,0.087774,0.106108,0.098269,0.103086,0.043632,0.016162,0.315479,13907
13907,4000,0.012192,True,0.088428,0.081123,0.094835,0.125297,0.052460,0.008108,0.294559,13907
13907,4000,0.010312,True,0.081878,0.086860,0.078767,0.113564,0.048320,0.008225,0.274958,13907
13907,4000,0.019239,True,0.086367,0.095654,0.083803,0.122879,0.043132,0.007225,0.286294,13907
13907,4000,0.019749,True,0.088671,0.086029,0.095719,0.121196,0.051738,0.026172,0.300221,13907
13907,4000,0.014676,True,0.083618,0.084080,0.091198,0.115540,0.043654,0.003926,0.281535,13907
13907,4000,0.008485,True,0.084071,0.092386,0.085369,0.101815,0.056713,0.014348,0.299106,13907
13907,4000,0.015912,True,0.091881,0.093933,0.088000,0.114427,0.071164,0.002005,0.323633,13907
13907,4000,0.013906,True,0.095719,0.098030,0.095896,0.102545,0.086406,0.011480,0.356230,13907
13907,4000,0.020616,False,0.094162,0.101261,0.097436,0.086022,0.091930,0.000557,0.367210,13907
13907,4000,0.015513,True,0.099631,0.105313,0.094214,0.119890,0.079109,0.008562,0.355558,13907
13907,4000,0.016887,True,0.094959,0.097914,0.099518,0.103984,0.078419,0.007011,0.350785,13907
13907,4000,0.019544,True,0.101333,0.103359,0.100647,0.126258,0.075070,0.009690,0.356871,13907
13907,4000,0.018183,True,0.088712,0.098520,0.092083,0.118391,0.045852,0.010098,0.303015,13907
13907,4000,0.013795,True,0.092415,0.104701,0.100019,0.112891,0.052050,0.008005,0.327524,13907
13907,4000,0.013577,True,0.090696,0.104540,0.106894,0.103763,0.047585,0.006263,0.329390,13907
13907,4000,0.020239,False,0.098874,0.101761,0.112079,0.122858,0.058799,0.009977,0.348549,13907
13907,4000,0.019567,True,0.096156,0.094120,0.103653,0.127658,0.059194,0.002916,0.329843,13907
13907,4000,0.021400,False,0.104182,0.084515,0.108645,0.147417,0.076151,0.008012,0.347818,13907
13907,4000,0.023229,False,0.107437,0.100048,0.116982,0.136203,0.076513,0.006481,0.376160,13907
13907,4000,0.020402,False,0.123566,0.108644,0.130331,0.160759,0.094530,0.012118,0.428249,13907
13907,4000,0.014283,True,0.107683,0.100165,0.117706,0.127998,0.084864,0.004833,0.386785,13907
13907,4000,0.019897,True,0.114819,0.111315,0.128387,0.128486,0.091087,0.006857,0.421347,13907
13907,4000,0.018797,True,0.109584,0.099510,0.113860,0.128109,0.096859,0.011671,0.396198,13907
13907,4000,0.022915,False,0.102506,0.086686,0.114428,0.114792,0.094118,0.003748,0.376701,13907
13907,4000,0.021651,False,0.102856,0.085630,0.106061,0.117051,0.102683,0.004482,0.375918,13907
13907,4000,0.018685,True,0.105969,0.107971,0.108894,0.125024,0.081985,0.024516,0.381230,13907
13907,4000,0.025774,False,0.107788,0.111419,0.109932,0.139783,0.070018,0.010148,0.373247,13907
13907,4000,0.014327,True,0.127170,0.122560,0.131589,0.163287,0.091246,0.021119,0.442678,13907
13907,4000,0.026094,False,0.109281,0.104279,0.098853,0.147169,0.086822,0.012055,0.372608,13907
13907,4000,0.020445,False,0.120387,0.125718,0.124744,0.138336,0.092748,0.012890,0.437183,13907
13907,4000,0.014008,True,0.104203,0.109069,0.098183,0.124732,0.084827,0.007610,0.372680,13907
13907,4000,0.021376,False,0.102428,0.102399,0.093372,0.136545,0.077395,0.000764,0.350607,13907
13907,4000,0.019059,True,0.101685,0.104788,0.097233,0.124076,0.080643,0.000321,0.361057,13907
13907,4000,0.022752,False,0.102443,0.079930,0.096401,0.132371,0.101069,0.000905,0.356587,13907
13907,4000,0.023481,False,0.112121,0.093602,0.115171,0.131828,0.107882,0.017490,0.404914,13907
13907,4000,0.020463,False,0.113488,0.113505,0.110400,0.126950,0.103098,0.001942,0.416344,13907
13907,4000,0.018323,True,0.119261,0.085447,0.125695,0.157875,0.108025,0.003964,0.411184,13907
