step,buffer,mse,ready,delta_mae,delta_mae_x,delta_mae_v,delta_mae_th,delta_mae_om,reward_mae,plan_pred_err,plan_count
13907,4000,0.020750,False,0.100491,0.124355,0.106250,0.109696,0.061662,0.015206,0.370579,13907
13907,4000,0.023768,False,0.103060,0.106609,0.110827,0.125103,0.069701,0.002296,0.366665,13907
13907,4000,0.026341,False,0.108133,0.096605,0.110368,0.135546,0.090011,0.002502,0.380564,13907
13907,4000,0.017046,True,0.109758,0.083020,0.119998,0.138588,0.097428,0.006485,0.385889,13907
13907,4000,0.022860,False,0.102538,0.065240,0.110061,0.151673,0.083177,0.013123,0.335686,13907
13907,4000,0.029998,False,0.115730,0.084849,0.124884,0.174446,0.078741,0.011516,0.374579,13907
13907,4000,0.015068,True,0.102761,0.070022,0.120607,0.146217,0.074198,0.007950,0.342812,13907
13907,4000,0.014007,True,0.104014,0.105144,0.108765,0.141698,0.060450,0.019692,0.352498,13907
13907,4000,0.019546,True,0.105180,0.101462,0.105099,0.159073,0.055087,0.007880,0.338611,13907
13907,4000,0.019522,True,0.090004,0.080287,0.096838,0.125647,0.057242,0.003783,0.302076,13907
13907,4000,0.020053,False,0.093523,0.098101,0.104502,0.118817,0.052671,0.011101,0.326605,13907
13907,4000,0.019976,True,0.097891,0.091998,0.119899,0.121958,0.057709,0.007240,0.345153,13907
13907,4000,0.029651,False,0.110030,0.093562,0.122004,0.149942,0.074612,0.005057,0.373713,13907
13907,4000,0.019955,True,0.107675,0.087189,0.123184,0.153272,0.067054,0.007262,0.358442,13907
13907,4000,0.025165,False,0.118047,0.098978,0.136293,0.161795,0.075122,0.010963,0.399949,13907
13907,4000,0.016406,True,0.101830,0.078083,0.119850,0.148974,0.060415,0.005882,0.334598,13907
13907,4000,0.021773,False,0.110746,0.095290,0.131667,0.135908,0.080117,0.006995,0.393281,13907
13907,4000,0.028491,False,0.105157,0.086453,0.120210,0.143849,0.070114,0.007102,0.356682,13907
13907,4000,0.019607,True,0.107505,0.081771,0.127140,0.151970,0.069141,0.018523,0.359356,13907
13907,4000,0.018415,True,0.104698,0.076454,0.115197,0.147643,0.079496,0.005341,0.350540,13907
13907,4000,0.018418,True,0.094449,0.068799,0.110450,0.135410,0.063139,0.007967,0.313695,13907
13907,4000,0.015064,True,0.095608,0.091046,0.094599,0.135348,0.061441,0.004952,0.318448,13907
13907,4000,0.014447,True,0.096289,0.086405,0.104420,0.132608,0.061723,0.006330,0.325222,13907
13907,4000,0.020380,False,0.087055,0.095001,0.092062,0.109357,0.051799,0.005608,0.305256,13907
13907,4000,0.024958,False,0.105002,0.091345,0.119616,0.138571,0.070475,0.001782,0.361708,13907
13907,4000,0.028819,False,0.119214,0.120485,0.128833,0.151464,0.076073,0.009945,0.416542,13907
13907,4000,0.016144,True,0.115538,0.101051,0.128234,0.141464,0.091404,0.021405,0.410593,13907
13907,4000,0.017128,True,0.094809,0.086623,0.100635,0.129353,0.062626,0.006530,0.321541,13907
13907,4000,0.023016,False,0.102966,0.098542,0.108468,0.141336,0.063516,0.019549,0.348000,13907
13907,4000,0.026059,False,0.102194,0.104640,0.112146,0.134845,0.057145,0.007438,0.351273,13907
13907,4000,0.027165,False,0.107728,0.128359,0.113293,0.142584,0.046677,0.011227,0.368892,13907
13907,4000,0.015533,True,0.113367,0.133190,0.127120,0.144529,0.048628,0.006385,0.394616,13907
13907,4000,0.018440,True,0.107255,0.136240,0.110967,0.129884,0.051929,0.004121,0.380681,13907
13907,4000,0.025958,False,0.100669,0.107367,0.111888,0.117304,0.066119,0.011571,0.363607,13907
13907,4000,0.022156,False,0.107333,0.129526,0.107125,0.123777,0.068903,0.012073,0.388401,13907
13907,4000,0.018343,True,0.118712,0.121685,0.123733,0.152835,0.076598,0.008146,0.412405,13907
13907,4000,0.022261,False,0.117517,0.100885,0.131816,0.169886,0.067483,0.011795,0.387939,13907
13907,4000,0.019009,True,0.111365,0.111393,0.128225,0.129833,0.076010,0.007332,0.402532,13907
13907,4000,0.018917,True,0.112025,0.121594,0.125471,0.136353,0.064684,0.007938,0.397855,13907
13907,4000,0.016020,True,0.115064,0.129553,0.120711,0.139791,0.070201,0.007183,0.408712,13907
13907,4000,0.024991,False,0.106048,0.113327,0.113469,0.143726,0.053671,0.015637,0.359937,13907
13907,4000,0.022052,False,0.110387,0.116938,0.138185,0.119579,0.066846,0.007859,0.409110,13907
13907,4000,0.020241,False,0.105196,0.102519,0.124866,0.116668,0.076731,0.001704,0.387211,13907
13907,4000,0.025004,False,0.122236,0.128032,0.146392,0.139131,0.075388,0.018535,0.445402,13907
13907,4000,0.026329,False,0.113007,0.121285,0.130224,0.124625,0.075894,0.008339,0.416212,13907
13907,4000,0.019541,True,0.123354,0.128577,0.138875,0.145343,0.080622,0.008112,0.443852,13907
13907,4000,0.018448,True,0.111664,0.118798,0.130118,0.113728,0.084011,0.001300,0.422104,13907
13907,4000,0.021841,False,0.111747,0.125208,0.129492,0.133874,0.058412,0.007063,0.399119,13907
13907,4000,0.019387,True,0.110072,0.093349,0.124965,0.151126,0.070850,0.008848,0.372580,13907
13907,4000,0.020269,False,0.101106,0.094062,0.105778,0.151563,0.053021,0.013717,0.327210,13907
13907,4000,0.018009,True,0.094477,0.086984,0.096816,0.136971,0.057137,0.007401,0.311136,13907
13907,4000,0.015622,True,0.090452,0.085638,0.093092,0.118420,0.064660,0.011457,0.312330,13907
13907,4000,0.015677,True,0.089160,0.091486,0.092232,0.117203,0.055721,0.000343,0.306972,13907
13907,4000,0.018147,True,0.088714,0.082919,0.088931,0.131781,0.051224,0.007366,0.288467,13907
13907,4000,0.020406,False,0.097600,0.120879,0.101218,0.125126,0.043176,0.003420,0.338623,13907
13907,4000,0.017995,True,0.099961,0.134564,0.112871,0.108261,0.044147,0.008793,0.369063,13907
13907,4000,0.015258,True,0.096988,0.139010,0.103119,0.102868,0.042957,0.000611,0.360157,13907
13907,4000,0.019403,True,0.102554,0.135907,0.113000,0.112653,0.048655,0.009399,0.376930,13907
13907,4000,0.024794,False,0.110898,0.137961,0.113567,0.124365,0.067698,0.017042,0.405130,13907
13907,4000,0.014732,True,0.102057,0.128793,0.113228,0.100078,0.066126,0.006336,0.389203,13907
13907,4000,0.013647,True,0.103186,0.113213,0.113946,0.129781,0.055805,0.011788,0.361607,13907
13907,4000,0.018044,True,0.100356,0.103706,0.111166,0.116887,0.069664,0.004653,0.362700,13907
13907,4000,0.013293,True,0.087071,0.089742,0.087655,0.115365,0.055521,0.008374,0.298716,13907
13907,4000,0.014101,True,0.078652,0.074709,0.080756,0.108702,0.050441,0.017232,0.265007,13907
13907,4000,0.012458,True,0.088476,0.073024,0.087662,0.124440,0.068778,0.019752,0.296183,13907
13907,4000,0.014744,True,0.079879,0.076357,0.069223,0.126687,0.047248,0.007837,0.250456,13907
13907,4000,0.020627,False,0.088801,0.074262,0.086864,0.125962,0.068118,0.008237,0.296004,13907
13907,4000,0.020533,False,0.100751,0.066947,0.102618,0.151723,0.081714,0.018133,0.326607,13907
13907,4000,0.016247,True,0.097207,0.071687,0.102644,0.140460,0.074035,0.000807,0.321551,13907
13907,4000,0.012702,True,0.101240,0.096300,0.091677,0.130599,0.086383,0.016634,0.351782,13907
13907,4000,0.017451,True,0.094953,0.091862,0.095324,0.121400,0.071224,0.007447,0.331106,13907
13907,4000,0.029831,False,0.097632,0.108202,0.098868,0.124867,0.058590,0.008320,0.339714,13907
13907,4000,0.015404,True,0.099184,0.117814,0.092654,0.123630,0.062636,0.009123,0.348409,13907
13907,4000,0.017084,True,0.102668,0.126745,0.103256,0.115059,0.065612,0.007366,0.375202,13907
13907,4000,0.019451,True,0.093928,0.113866,0.082588,0.120623,0.058634,0.005990,0.325772,13907
13907,4000,0.021523,False,0.094106,0.132406,0.094774,0.109174,0.040071,0.012578,0.338852,13907
13907,4000,0.020535,False,0.093898,0.117497,0.107705,0.103397,0.046994,0.008187,0.345176,13907
13907,4000,0.017434,True,0.093132,0.124907,0.099121,0.114285,0.034215,0.003051,0.328501,13907
13907,4000,0.020710,False,0.099490,0.110171,0.123526,0.123565,0.040697,0.007516,0.350396,13907
13907,4000,0.015802,True,0.098444,0.111320,0.117748,0.127375,0.037331,0.012399,0.340743,13907
13907,4000,0.020745,False,0.101619,0.118949,0.129917,0.122176,0.035433,0.008832,0.362194,13907
13907,4000,0.016463,True,0.094967,0.117013,0.113650,0.113749,0.035455,0.010571,0.338684,13907
13907,4000,0.025274,False,0.106048,0.114570,0.132042,0.133360,0.044220,0.012697,0.371747,13907
13907,4000,0.023648,False,0.106727,0.102981,0.122658,0.150708,0.050560,0.009763,0.355848,13907
13907,4000,0.025041,False,0.118493,0.127461,0.149408,0.139352,0.057750,0.012210,0.426463,13907
13907,4000,0.021425,False,0.114173,0.123107,0.131300,0.150633,0.051653,0.016845,0.392161,13907
13907,4000,0.018509,True,0.122905,0.126171,0.142547,0.155403,0.067499,0.008664,0.430202,13907
13907,4000,0.019909,True,0.107576,0.111375,0.125718,0.130331,0.062880,0.012025,0.383018,13907
13907,4000,0.023062,False,0.098035,0.098812,0.099764,0.139233,0.054331,0.008318,0.325744,13907
13907,4000,0.021957,False,0.104044,0.102025,0.106844,0.139040,0.068265,0.019265,0.355847,13907
13907,4000,0.014850,True,0.098214,0.104639,0.098289,0.118085,0.071844,0.020964,0.350573,13907
13907,4000,0.020760,False,0.104678,0.125356,0.107807,0.133133,0.052417,0.007758,0.364619,13907
13907,4000,0.019340,True,0.103437,0.121737,0.114246,0.110794,0.066970,0.001731,0.384182,13907
13907,4000,0.022183,False,0.104690,0.122765,0.106120,0.125765,0.064111,0.005943,0.373249,13907
13907,4000,0.021912,False,0.118110,0.137632,0.129976,0.145340,0.059489,0.008362,0.417179,13907
13907,4000,0.014137,True,0.106352,0.138390,0.110818,0.122292,0.053908,0.015583,0.384755,13907
13907,4000,0.018321,True,0.108421,0.135701,0.121112,0.133377,0.043495,0.013674,0.382537,13907
13907,4000,0.027349,False,0.111893,0.153671,0.124248,0.123550,0.046104,0.011964,0.410256,13907
13907,4000,0.021356,False,0.106800,0.137606,0.104568,0.137842,0.047183,0.003049,0.369220,13907
13907,4000,0.010971,True,0.109103,0.137919,0.121740,0.121908,0.054845,0.007160,0.398973,13907
13907,4000,0.014764,True,0.103648,0.131155,0.114900,0.114638,0.053899,0.014405,0.380364,13907
13907,4000,0.016161,True,0.094150,0.136280,0.100672,0.092461,0.047186,0.004699,0.358020,13907
13907,4000,0.013288,True,0.092097,0.114619,0.103494,0.094546,0.055729,0.016614,0.346452,13907
13907,4000,0.014464,True,0.086558,0.125827,0.086122,0.094864,0.039420,0.007400,0.317833,13907
13907,4000,0.017197,True,0.093480,0.122554,0.114429,0.096823,0.040113,0.004345,0.350360,13907
13907,4000,0.013224,True,0.090027,0.110392,0.110075,0.096762,0.042878,0.004655,0.333774,13907
13907,4000,0.018996,True,0.102148,0.106789,0.129721,0.121950,0.050134,0.016364,0.365709,13907
13907,4000,0.025183,False,0.108786,0.112432,0.134728,0.141362,0.046621,0.008391,0.376378,13907
13907,4000,0.015116,True,0.102589,0.103968,0.121951,0.140964,0.043473,0.008780,0.346273,13907
13907,4000,0.017131,True,0.089344,0.105544,0.106730,0.106189,0.038914,0.012716,0.319805,13907
13907,4000,0.020065,False,0.101387,0.132957,0.104919,0.122242,0.045430,0.011499,0.360259,13907
13907,4000,0.021378,False,0.100817,0.131702,0.101025,0.123364,0.047180,0.002905,0.356189,13907
13907,4000,0.023654,False,0.110271,0.145098,0.107710,0.133307,0.054970,0.008139,0.391397,13907
13907,4000,0.018215,True,0.115993,0.149915,0.116850,0.133863,0.063343,0.012573,0.419128,13907
13907,4000,0.009609,True,0.102472,0.127522,0.108541,0.118252,0.055575,0.007760,0.370529,13907
13907,4000,0.012788,True,0.098661,0.119343,0.102861,0.109702,0.062739,0.008014,0.361675,13907
13907,4000,0.016926,True,0.081587,0.099145,0.092742,0.095099,0.039364,0.001229,0.294044,13907
13907,4000,0.023309,False,0.093825,0.119528,0.114857,0.102625,0.038288,0.026028,0.345590,13907
13907,4000,0.015480,True,0.098032,0.120516,0.107045,0.122518,0.042049,0.006667,0.343790,13907
13907,4000,0.014618,True,0.098615,0.123711,0.101688,0.119708,0.049355,0.006830,0.349766,13907
13907,4000,0.014706,True,0.100438,0.116593,0.100107,0.125051,0.060003,0.011549,0.353117,13907
13907,4000,0.017277,True,0.091748,0.126506,0.085459,0.112747,0.042277,0.003768,0.323260,13907
13907,4000,0.013365,True,0.086725,0.131843,0.076192,0.095117,0.043746,0.007974,0.318074,13907
13907,4000,0.015973,True,0.093333,0.139253,0.081669,0.115075,0.037334,0.011351,0.327882,13907
13907,4000,0.015804,True,0.094879,0.130081,0.092807,0.120276,0.036352,0.007630,0.330114,13907
13907,4000,0.021481,False,0.096874,0.140407,0.104790,0.108092,0.034208,0.006696,0.353530,13907
13907,4000,0.017940,True,0.100905,0.141454,0.119795,0.103262,0.039111,0.006362,0.379168,13907
13907,4000,0.018686,True,0.099074,0.113839,0.122484,0.117096,0.042879,0.010303,0.355547,13907
13907,4000,0.019805,True,0.109652,0.137797,0.121310,0.125821,0.053680,0.007682,0.397242,13907
13907,4000,0.015754,True,0.104971,0.109839,0.126876,0.133820,0.049351,0.012077,0.366074,13907
13907,4000,0.020189,False,0.093153,0.098351,0.101310,0.130480,0.042470,0.000680,0.311381,13907
13907,4000,0.024330,False,0.102776,0.104324,0.120156,0.146230,0.040396,0.007657,0.341160,13907
13907,4000,0.022610,False,0.108107,0.123668,0.118918,0.136377,0.053464,0.010018,0.378131,13907
13907,4000,0.020834,False,0.105718,0.121842,0.122333,0.139284,0.039414,0.001579,0.362949,13907
13907,4000,0.020570,False,0.107463,0.138209,0.128813,0.125556,0.037274,0.008245,0.386580,13907
13907,4000,0.016144,True,0.097155,0.116751,0.114939,0.115692,0.041240,0.002921,0.347414,13907
13907,4000,0.019246,True,0.103380,0.123011,0.117194,0.128340,0.044974,0.008235,0.363734,13907
13907,4000,0.016990,True,0.092847,0.107903,0.101566,0.121243,0.040675,0.007268,0.319954,13907
13907,4000,0.019740,True,0.098151,0.126361,0.095721,0.134013,0.036509,0.007751,0.330925,13907
13907,4000,0.017923,True,0.106443,0.129847,0.120039,0.131062,0.044823,0.009132,0.375590,13907
13907,4000,0.019685,True,0.108366,0.156513,0.114258,0.123945,0.038750,0.008397,0.392027,13907
13907,4000,0.020802,False,0.106857,0.144714,0.113996,0.116471,0.052245,0.007417,0.393630,13907
13907,4000,0.019067,True,0.113050,0.133352,0.140728,0.114782,0.063337,0.005976,0.427097,13907
13907,4000,0.023424,False,0.108758,0.144899,0.113433,0.129368,0.047333,0.007017,0.388355,13907
13907,4000,0.018726,True,0.108275,0.138311,0.115497,0.129023,0.050271,0.010931,0.386665,13907
13907,4000,0.023621,False,0.115001,0.133712,0.119331,0.153444,0.053518,0.011163,0.392550,13907
13907,4000,0.022687,False,0.117552,0.138716,0.125965,0.137866,0.067662,0.007283,0.422899,13907
13907,4000,0.018253,True,0.107267,0.125629,0.125111,0.119027,0.059302,0.008820,0.393709,13907
13907,4000,0.027006,False,0.108602,0.122653,0.117860,0.108802,0.085094,0.008806,0.412245,13907
13907,4000,0.022722,False,0.115011,0.131657,0.108982,0.130960,0.088445,0.009646,0.418458,13907
13907,4000,0.016538,True,0.117247,0.138542,0.111334,0.146629,0.072482,0.007265,0.411343,13907
13907,4000,0.018502,True,0.109743,0.135489,0.110748,0.131285,0.061452,0.012567,0.391556,13907
13907,4000,0.017236,True,0.093755,0.126062,0.094387,0.117872,0.036698,0.011594,0.327449,13907
13907,4000,0.017521,True,0.092350,0.134662,0.090091,0.106677,0.037969,0.008293,0.332817,13907
13907,4000,0.016139,True,0.094089,0.111340,0.116298,0.111379,0.037339,0.022899,0.337293,13907
13907,4000,0.015717,True,0.093447,0.121400,0.081293,0.130549,0.040544,0.012386,0.311619,13907
13907,4000,0.026220,False,0.097497,0.122710,0.085790,0.136153,0.045333,0.005840,0.325384,13907
13907,4000,0.022281,False,0.098630,0.130405,0.089231,0.131112,0.043770,0.008361,0.336438,13907
13907,4000,0.021750,False,0.112204,0.139772,0.115159,0.150853,0.043032,0.006599,0.381229,13907
13907,4000,0.013969,True,0.099171,0.125769,0.107878,0.123370,0.039668,0.027405,0.348247,13907
13907,4000,0.019405,True,0.100538,0.136035,0.111044,0.118645,0.036429,0.017587,0.359982,13907
13907,4000,0.011495,True,0.094299,0.129074,0.112343,0.106200,0.029580,0.008072,0.343390,13907
13907,4000,0.013638,True,0.094492,0.128945,0.117161,0.094883,0.036979,0.008536,0.357324,13907
13907,4000,0.011186,True,0.091191,0.134587,0.111723,0.084156,0.034297,0.008374,0.352823,13907
13907,4000,0.006847,True,0.074651,0.112751,0.089243,0.065903,0.030707,0.013824,0.292125,13907
13907,4000,0.009196,True,0.070133,0.109056,0.083094,0.059159,0.029223,0.016260,0.277446,13907
13907,4000,0.011377,True,0.072760,0.117128,0.090459,0.054984,0.028468,0.022628,0.294959,13907
13907,4000,0.008390,True,0.070723,0.110513,0.084118,0.060379,0.027883,0.018374,0.278927,13907
13907,4000,0.015092,True,0.085969,0.115547,0.101143,0.080854,0.046331,0.016836,0.331447,13907
13907,4000,0.016660,True,0.086665,0.130663,0.093499,0.081294,0.041205,0.007524,0.333671,13907
13907,4000,0.012868,True,0.092353,0.126442,0.103473,0.093396,0.046102,0.009687,0.348459,13907
13907,4000,0.019031,True,0.094576,0.125471,0.113108,0.091681,0.048043,0.012540,0.361585,13907
13907,4000,0.019406,True,0.100879,0.129314,0.112476,0.098457,0.063270,0.006295,0.385148,13907
13907,4000,0.025501,False,0.108704,0.137803,0.126319,0.109201,0.061493,0.003912,0.411541,13907
13907,4000,0.027210,False,0.124347,0.136858,0.137520,0.159024,0.063987,0.009465,0.432731,13907
13907,4000,0.020348,False,0.120633,0.126331,0.124292,0.177033,0.054876,0.007629,0.394057,13907
13907,4000,0.025652,False,0.116780,0.105369,0.131868,0.160852,0.069032,0.004513,0.394376,13907
13907,4000,0.029836,False,0.118830,0.123268,0.137063,0.151133,0.063855,0.015934,0.414862,13907
13907,4000,0.021497,False,0.119861,0.130202,0.151795,0.131462,0.065984,0.000645,0.442204,13907
13907,4000,0.022089,False,0.117888,0.126726,0.134610,0.135664,0.074550,0.014530,0.427699,13907
13907,4000,0.019059,True,0.118308,0.129634,0.134365,0.149358,0.059876,0.013566,0.413970,13907
13907,4000,0.020589,False,0.116135,0.137426,0.125475,0.145333,0.056304,0.007653,0.407323,13907
13907,4000,0.023454,False,0.120349,0.145212,0.144257,0.134030,0.057895,0.010180,0.440952,13907
13907,4000,0.011251,True,0.099718,0.119554,0.103613,0.110003,0.065701,0.022146,0.366603,13907
13907,4000,0.026956,False,0.108555,0.139939,0.113412,0.105714,0.075155,0.007005,0.414682,13907
13907,4000,0.024860,False,0.100403,0.114952,0.111480,0.097465,0.077714,0.024206,0.384620,13907
13907,4000,0.020003,False,0.099284,0.123965,0.105729,0.107679,0.059763,0.018567,0.366875,13907
13907,4000,0.027020,False,0.112453,0.152974,0.122460,0.120664,0.053713,0.008556,0.416395,13907
13907,4000,0.016801,True,0.104949,0.141509,0.114051,0.117763,0.046473,0.024659,0.382772,13907
13907,4000,0.026028,False,0.106703,0.134715,0.116062,0.125530,0.050505,0.017615,0.382984,13907
13907,4000,0.023498,False,0.111835,0.135763,0.111894,0.140458,0.059226,0.019927,0.391494,13907
13907,4000,0.021566,False,0.101062,0.116299,0.114077,0.121096,0.052776,0.001941,0.360780,13907
13907,4000,0.018490,True,0.103614,0.114738,0.110792,0.131257,0.057667,0.016096,0.361976,13907
13907,4000,0.020056,False,0.099335,0.122931,0.092946,0.128546,0.052916,0.007962,0.343277,13907
13907,4000,0.015996,True,0.095786,0.121996,0.092396,0.114570,0.054183,0.007582,0.341591,13907
13907,4000,0.013058,True,0.094481,0.139413,0.089752,0.100024,0.048735,0.000612,0.350856,13907
13907,4000,0.009606,True,0.085257,0.136841,0.077840,0.088886,0.037462,0.012570,0.317626,13907
13907,4000,0.012165,True,0.081631,0.143392,0.066003,0.091552,0.025578,0.007656,0.296114,13907
13907,4000,0.015807,True,0.087792,0.138768,0.078482,0.099665,0.034253,0.005094,0.317854,13907
13907,4000,0.019073,True,0.096461,0.150559,0.096694,0.101222,0.037368,0.010010,0.358826,13907
13907,4000,0.016315,True,0.092184,0.131923,0.096646,0.095031,0.045134,0.012882,0.345464,13907
13907,4000,0.010683,True,0.091508,0.125524,0.101152,0.093788,0.045569,0.018527,0.343831,13907
13907,4000,0.022716,False,0.089142,0.113769,0.094733,0.099914,0.048151,0.020141,0.325569,13907
13907,4000,0.017614,True,0.100965,0.129508,0.115700,0.106345,0.052306,0.015752,0.376530,13907
13907,4000,0.023678,False,0.088508,0.097853,0.102214,0.099694,0.054273,0.011475,0.323449,13907
13907,4000,0.014147,True,0.092552,0.117319,0.106894,0.095088,0.050908,0.007789,0.347972,13907
13907,4000,0.014078,True,0.103135,0.120798,0.128938,0.102596,0.060209,0.007764,0.392113,13907
13907,4000,0.012739,True,0.091961,0.122879,0.121326,0.073209,0.050429,0.023095,0.369799,13907
13907,4000,0.011305,True,0.087518,0.114808,0.106231,0.082729,0.046305,0.019404,0.337085,13907
13907,4000,0.015270,True,0.089747,0.117579,0.098900,0.105066,0.037442,0.008548,0.322502,13907
13907,4000,0.014425,True,0.088194,0.106787,0.090252,0.104566,0.051172,0.017862,0.315851,13907
13907,4000,0.012899,True,0.084900,0.092943,0.082223,0.107342,0.057094,0.007802,0.296894,13907
13907,4000,0.024124,False,0.091995,0.103121,0.085484,0.116622,0.062752,0.015422,0.321226,13907
13907,4000,0.026429,False,0.109836,0.128630,0.104798,0.132258,0.073657,0.022883,0.391245,13907
13907,4000,0.021552,False,0.110196,0.122426,0.117341,0.144274,0.056742,0.006767,0.379591,13907
13907,4000,0.024314,False,0.111215,0.133266,0.133161,0.126341,0.052091,0.007984,0.404687,13907
13907,4000,0.023831,False,0.111605,0.137544,0.122226,0.131337,0.055312,0.001904,0.400700,13907
13907,4000,0.019187,True,0.110722,0.147471,0.126620,0.126034,0.042765,0.003812,0.401866,13907
13907,4000,0.022905,False,0.118215,0.149241,0.126056,0.137565,0.059997,0.004885,0.426030,13907
13907,4000,0.021831,False,0.111106,0.148019,0.113371,0.133560,0.049475,0.001547,0.395137,13907
13907,4000,0.021727,False,0.105459,0.140879,0.104910,0.126236,0.049812,0.008176,0.375649,13907
13907,4000,0.013883,True,0.111325,0.132632,0.126730,0.125912,0.060025,0.000476,0.405760,13907
13907,4000,0.020998,False,0.104982,0.112941,0.119390,0.131239,0.056356,0.006955,0.368927,13907
13907,4000,0.018419,True,0.108038,0.112554,0.125476,0.127639,0.066483,0.012130,0.388351,13907
13907,4000,0.018254,True,0.106784,0.103135,0.122110,0.135944,0.065945,0.008007,0.373037,13907
13907,4000,0.020876,False,0.107913,0.130997,0.113401,0.131070,0.056183,0.011922,0.382873,13907
13907,4000,0.013189,True,0.089218,0.103072,0.103590,0.102136,0.048072,0.012324,0.323937,13907
13907,4000,0.009147,True,0.087284,0.092894,0.097039,0.111445,0.047758,0.008065,0.304114,13907
13907,4000,0.013345,True,0.083981,0.097431,0.100407,0.093243,0.044844,0.010532,0.308226,13907
13907,4000,0.015768,True,0.075096,0.083167,0.088683,0.087004,0.041532,0.009235,0.271661,13907
13907,4000,0.018286,True,0.080267,0.078005,0.096404,0.101426,0.045231,0.006940,0.281249,13907
13907,4000,0.021043,False,0.096311,0.096004,0.108085,0.104636,0.076520,0.013459,0.356895,13907
13907,4000,0.015634,True,0.096560,0.080129,0.104320,0.125008,0.076783,0.019578,0.335596,13907
13907,4000,0.020650,False,0.106036,0.105336,0.124796,0.117290,0.076725,0.003229,0.390560,13907
13907,4000,0.015616,True,0.097538,0.083956,0.115365,0.121789,0.069044,0.006862,0.343985,13907
13907,4000,0.022703,False,0.103945,0.097579,0.126861,0.114431,0.076909,0.006830,0.383765,13907
13907,4000,0.020519,False,0.097816,0.107749,0.117394,0.111169,0.054953,0.007263,0.356349,13907
13907,4000,0.016737,True,0.101697,0.097178,0.116613,0.122122,0.070874,0.001867,0.363734,13907
13907,4000,0.014363,True,0.101447,0.116104,0.112646,0.112498,0.064542,0.002688,0.372566,13907
13907,4000,0.021044,False,0.101773,0.112945,0.114385,0.107266,0.072498,0.004654,0.380346,13907
13907,4000,0.017121,True,0.104030,0.119304,0.128152,0.102575,0.066091,0.016459,0.396687,13907
13907,4000,0.017549,True,0.096726,0.108058,0.116771,0.102746,0.059329,0.008233,0.360530,13907
13907,4000,0.028314,False,0.104225,0.101680,0.114012,0.124491,0.076716,0.001473,0.373436,13907
13907,4000,0.031717,False,0.111623,0.126284,0.134564,0.121138,0.064505,0.008775,0.413037,13907
13907,4000,0.025332,False,0.121908,0.142435,0.145943,0.134311,0.064944,0.014193,0.448566,13907
13907,4000,0.029578,False,0.126007,0.158677,0.140385,0.150821,0.054146,0.013590,0.449336,13907
13907,4000,0.035763,False,0.131163,0.147596,0.158486,0.160604,0.057966,0.005744,0.464462,13907
13907,4000,0.032340,False,0.125378,0.129499,0.155882,0.147631,0.068500,0.007169,0.451304,13907
13907,4000,0.027156,False,0.146400,0.167571,0.177488,0.171207,0.069333,0.015309,0.527502,13907
13907,4000,0.027996,False,0.146245,0.161951,0.186443,0.158476,0.078112,0.008316,0.541595,13907
13907,4000,0.024558,False,0.117102,0.142673,0.130958,0.141183,0.053594,0.011728,0.416651,13907
13907,4000,0.031588,False,0.120482,0.145891,0.147549,0.130797,0.057690,0.016655,0.445286,13907
13907,4000,0.025369,False,0.110068,0.123981,0.137026,0.129148,0.050116,0.001220,0.396201,13907
13907,4000,0.031591,False,0.108016,0.110464,0.132700,0.126836,0.062061,0.008617,0.389264,13907
13907,4000,0.030329,False,0.118902,0.128003,0.147109,0.145950,0.054547,0.006192,0.420926,13907
13907,4000,0.024152,False,0.121567,0.115746,0.150226,0.157180,0.063117,0.017452,0.422000,13907
13907,4000,0.027940,False,0.127970,0.108322,0.147663,0.178297,0.077598,0.007986,0.430194,13907
13907,4000,0.022750,False,0.129761,0.113752,0.148340,0.170504,0.086446,0.016122,0.447804,13907
13907,4000,0.018993,True,0.119768,0.104102,0.136285,0.155950,0.082735,0.008854,0.414995,13907
13907,4000,0.020850,False,0.109997,0.113672,0.118913,0.126722,0.080679,0.007152,0.399140,13907
13907,4000,0.024206,False,0.109747,0.105525,0.114424,0.129756,0.089282,0.006052,0.394822,13907
13907,4000,0.014442,True,0.115934,0.118331,0.124263,0.122878,0.098262,0.018006,0.432995,13907
13907,4000,0.018825,True,0.115916,0.104961,0.130792,0.129032,0.098880,0.005906,0.426526,13907
13907,4000,0.024353,False,0.120059,0.101074,0.137132,0.139177,0.102855,0.012211,0.435816,13907
13907,4000,0.027036,False,0.115353,0.117274,0.127131,0.132959,0.084048,0.008539,0.418596,13907
13907,4000,0.022266,False,0.117262,0.138210,0.121692,0.127977,0.081171,0.013117,0.432803,13907
13907,4000,0.024797,False,0.129593,0.158286,0.135562,0.143102,0.081421,0.006360,0.476125,13907
13907,4000,0.021251,False,0.121693,0.142014,0.134397,0.146811,0.063550,0.009146,0.433193,13907
13907,4000,0.023609,False,0.116589,0.141794,0.129726,0.138217,0.056621,0.004686,0.417530,13907
13907,4000,0.017809,True,0.108088,0.137507,0.128741,0.114028,0.052076,0.001883,0.402945,13907
13907,4000,0.014574,True,0.122523,0.139712,0.139965,0.142300,0.068115,0.001562,0.442625,13907
13907,4000,0.019828,True,0.104339,0.119247,0.119427,0.121567,0.057115,0.006518,0.376479,13907
13907,4000,0.023153,False,0.101202,0.125437,0.123201,0.102696,0.053473,0.011274,0.382098,13907
